canonical_smiles,document_year,molecule_chembl_id,molecule_pref_name,pchembl_value,standard_type,standard_units,standard_value,type,units,value,target_name,target_id,pIC50,potency_class
O=C1C(=O)N(C/C=C/c2cc3ccccc3s2)c2ccc(I)cc21,2005,CHEMBL188983,,4.63,IC50,nM,23500.0,IC50,uM,23.5,Main Protease (3CLpro),CHEMBL3927,4.628932137728263,Very Low (>10 µM)
CC(C)C[C@H](NC(=O)COc1ccccc1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)c1nc2ccccc2s1,2013,CHEMBL2402680,,4.62,IC50,nM,24000.0,IC50,uM,24.0,Main Protease (3CLpro),CHEMBL3927,4.619788758288394,Very Low (>10 µM)
O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,2006,CHEMBL215397,,4.6,IC50,nM,25000.0,IC50,uM,25.0,Main Protease (3CLpro),CHEMBL3927,4.6020599913279625,Very Low (>10 µM)
CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,2006,CHEMBL210525,,4.6,IC50,nM,25000.0,IC50,uM,25.0,Main Protease (3CLpro),CHEMBL3927,4.6020599913279625,Very Low (>10 µM)
O=C1OC[C@H](Cc2ccc3c(c2)OCO3)/C1=C\c1ccc2c(c1)OCO2,2007,CHEMBL395263,SAVININ,4.6,IC50,nM,25000.0,IC50,uM,25.0,Main Protease (3CLpro),CHEMBL3927,4.6020599913279625,Very Low (>10 µM)
CC(C)(C)NC(=O)C(c1ccsc1)N(C(=O)Cn1nnc2ccccc21)c1ccc(NS(C)(=O)=O)cc1,2013,CHEMBL2442078,,4.6,IC50,nM,25300.0,IC50,uM,25.3,Main Protease (3CLpro),CHEMBL3927,4.5968794788241825,Very Low (>10 µM)
CC(=O)N[C@H](C(=O)NCC(=O)NC1[C@H]2CCCC[C@@H]2CN(C(=O)c2ccc(Br)cc2)[C@@H]1CN[C@H](C=O)Cc1c[nH]cn1)[C@@H](C)O,2019,CHEMBL4465864,,4.58,IC50,nM,26000.0,IC50,uM,26.0,Main Protease (3CLpro),CHEMBL3927,4.585026652029182,Very Low (>10 µM)
CC(C)(C)NC(=O)C(c1ccsc1)N(C(=O)Cn1nnc2ccccc21)c1ccc(NC(=O)c2ccno2)cc1,2013,CHEMBL2442069,,4.58,IC50,nM,26000.0,IC50,uM,26.0,Main Protease (3CLpro),CHEMBL3927,4.585026652029182,Very Low (>10 µM)
COc1ccc(-c2nc(SCc3ccc([N+](=O)[O-])cc3)[nH]c(=O)c2C#N)cc1,2010,CHEMBL1082715,,4.58,IC50,nM,26300.0,IC50,uM,26.3,Main Protease (3CLpro),CHEMBL3927,4.580044251510242,Very Low (>10 µM)
Cn1cc(SCC(=O)NCc2ccccc2)c2ccccc21,2021,CHEMBL4848534,,4.57,IC50,nM,26920.0,IC50,uM,26.92,RdRp (nsp12),CHEMBL4523582,4.5699249444480605,Very Low (>10 µM)
C[C@@H]1O[C@@H](O[C@H]2[C@H](Oc3cc(O)c4c(=O)cc(-c5ccc(O)cc5)oc4c3)O[C@H](CO)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,2021,CHEMBL395990,RHOIFOLIN,4.57,IC50,nM,27000.0,IC50,uM,27.0,RdRp (nsp12),CHEMBL4523582,4.568636235841013,Very Low (>10 µM)
CC(C)c1ccc(N(C(=O)c2ccco2)C(C(=O)NC(C)(C)C)c2cccnc2)cc1,2013,CHEMBL2311695,,4.55,IC50,nM,28100.0,IC50,uM,28.1,Main Protease (3CLpro),CHEMBL3927,4.55129368009492,Very Low (>10 µM)
CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,2006,CHEMBL208584,,4.52,IC50,nM,30000.0,IC50,uM,30.0,Main Protease (3CLpro),CHEMBL3927,4.522878745280337,Very Low (>10 µM)
CCOC(=O)C(=CNc1ccc(S(=O)(=O)c2ccc(/N=C/C(C(=O)OCC)=C(\O)OCC)cc2)cc1)C(=O)OCC,2006,CHEMBL378342,,4.5,IC50,nM,32000.0,IC50,uM,32.0,Main Protease (3CLpro),CHEMBL3927,4.494850021680094,Very Low (>10 µM)
O=c1c(O)c(-c2ccc(O)cc2)oc2c(O)c(O)cc(O)c12,2021,CHEMBL611029,HERBACETIN,4.48,IC50,nM,33000.0,IC50,uM,33.0,RdRp (nsp12),CHEMBL4523582,4.481486060122113,Very Low (>10 µM)
N#Cc1c(-c2ccccc2)nc(SCc2ccc([N+](=O)[O-])cc2)[nH]c1=O,2010,CHEMBL1083123,,4.45,IC50,nM,35200.0,IC50,uM,35.2,Main Protease (3CLpro),CHEMBL3927,4.453457336521869,Very Low (>10 µM)
COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O[C@@H]4O[C@H](CO[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)[C@@H](O)[C@H](O)[C@H]4O)cc3o2)cc1,2021,CHEMBL445978,PECTOLINARIN,4.42,IC50,nM,38000.0,IC50,uM,38.0,RdRp (nsp12),CHEMBL4523582,4.42021640338319,Very Low (>10 µM)
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1cnco1)c1ccc(C(C)(C)C)cc1,2013,CHEMBL2311700,,4.41,IC50,nM,39000.0,IC50,uM,39.0,Main Protease (3CLpro),CHEMBL3927,4.4089353929735005,Very Low (>10 µM)
O=C(Cc1nccs1)c1nccs1,2006,CHEMBL214372,,4.4,IC50,nM,40000.0,IC50,uM,40.0,Main Protease (3CLpro),CHEMBL3927,4.3979400086720375,Very Low (>10 µM)
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,2007,CHEMBL1448,NICLOSAMIDE,4.4,IC50,nM,40000.0,IC50,uM,40.0,Main Protease (3CLpro),CHEMBL3927,4.3979400086720375,Very Low (>10 µM)
C[C@H](NC(=O)[C@H](CCC(=O)OC(C)(C)C)NC(=O)OC(C)(C)C)C(=O)NCC(=O)C(F)(F)F,2008,CHEMBL261402,,4.4,IC50,nM,40000.0,IC50,uM,40.0,Main Protease (3CLpro),CHEMBL3927,4.3979400086720375,Very Low (>10 µM)
CC(C)C[C@H](NC(=O)OC(C)(C)C)C(=O)NC(C)C(=O)C(F)(F)F,2008,CHEMBL258581,,4.4,IC50,nM,40000.0,IC50,uM,40.0,Main Protease (3CLpro),CHEMBL3927,4.3979400086720375,Very Low (>10 µM)
CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,2006,CHEMBL210612,,4.4,IC50,nM,40000.0,IC50,uM,40.0,Main Protease (3CLpro),CHEMBL3927,4.3979400086720375,Very Low (>10 µM)
COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,2007,CHEMBL140,CURCUMIN,4.4,IC50,nM,40000.0,IC50,uM,40.0,Main Protease (3CLpro),CHEMBL3927,4.3979400086720375,Very Low (>10 µM)
COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,2006,CHEMBL210497,,4.4,IC50,nM,40000.0,IC50,uM,40.0,Main Protease (3CLpro),CHEMBL3927,4.3979400086720375,Very Low (>10 µM)
COc1ccc(CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)c2nc3ccccc3s2)cc1,2013,CHEMBL2402508,,4.37,IC50,nM,43000.0,IC50,uM,43.0,Main Protease (3CLpro),CHEMBL3927,4.366531544420414,Very Low (>10 µM)
COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,2006,CHEMBL380470,,4.35,IC50,nM,45000.0,IC50,uM,45.0,Main Protease (3CLpro),CHEMBL3927,4.346787486224656,Very Low (>10 µM)
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccccc1,2005,CHEMBL194398,,4.35,IC50,nM,45000.0,IC50,uM,45.0,Main Protease (3CLpro),CHEMBL3927,4.346787486224656,Very Low (>10 µM)
CC(C)(C)NC(=O)C(c1ccncc1)N(C(=O)c1ccco1)c1ccc(C(C)(C)C)cc1,2013,CHEMBL2311733,,4.35,IC50,nM,45000.0,IC50,uM,45.0,Main Protease (3CLpro),CHEMBL3927,4.346787486224656,Very Low (>10 µM)
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1ncco1)c1ccc(C(C)(C)C)cc1,2013,CHEMBL2311726,,4.33,IC50,nM,47000.0,IC50,uM,47.0,Main Protease (3CLpro),CHEMBL3927,4.327902142064283,Very Low (>10 µM)
CC(C)(C)NC(=O)C(c1cccnc1)N(C(=O)c1cccs1)c1ccc(C(C)(C)C)cc1,2013,CHEMBL2311705,,4.3,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
N#Cc1c(-c2ccccc2)nc(SCc2ccccc2)[nH]c1=O,2010,CHEMBL1082811,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
N#Cc1c(-c2cccc([N+](=O)[O-])c2)nc(SCCc2ccccc2)[nH]c1=O,2010,CHEMBL1083286,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
C[C@H](NC(=O)[C@@H](N)CCC(=O)O)C(=O)NCC(=O)C(F)(F)F,2008,CHEMBL265704,,4.3,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
CCCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,2008,CHEMBL261189,,4.3,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
N#Cc1c(-c2cccc(Cl)c2)nc(SCc2ccccc2)[nH]c1=O,2010,CHEMBL1082334,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
COc1ccc(-c2nc(SCc3ccccc3)[nH]c(=O)c2C#N)cc1,2010,CHEMBL1083124,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
Cc1ccc(-c2nc(SCCc3ccccc3)[nH]c(=O)c2C#N)cc1,2010,CHEMBL1083958,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
Cc1ccc(-c2nc(SCc3ccccc3)[nH]c(=O)c2C#N)cc1,2010,CHEMBL327313,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
CCCCCCCCC(=O)N[C@@H](CC(C)C)C(=O)NC(Cc1ccccc1)C(=O)C(F)(F)F,2008,CHEMBL259622,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
Cc1ccc(-c2nc(SCc3ccc([N+](=O)[O-])cc3)[nH]c(=O)c2C#N)cc1,2010,CHEMBL1083959,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
N#Cc1c(-c2ccccc2)nc(SCCc2ccccc2)[nH]c1=O,2010,CHEMBL1082812,,,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,2006,CHEMBL118596,,4.3,IC50,nM,50000.0,IC50,uM,50.0,Main Protease (3CLpro),CHEMBL3927,4.301029995663981,Very Low (>10 µM)
CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,2006,CHEMBL210487,,4.22,IC50,nM,60000.0,IC50,uM,60.0,Main Protease (3CLpro),CHEMBL3927,4.221848749616356,Very Low (>10 µM)
COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,2006,CHEMBL210632,,4.22,IC50,nM,60000.0,IC50,uM,60.0,Main Protease (3CLpro),CHEMBL3927,4.221848749616356,Very Low (>10 µM)
CCCCN1C(=O)C(=O)c2cc(I)ccc21,2006,CHEMBL209287,,4.18,IC50,nM,66000.0,IC50,uM,66.0,Main Protease (3CLpro),CHEMBL3927,4.180456064458132,Very Low (>10 µM)
CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC=C(C)C)CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,2005,CHEMBL196635,,4.16,IC50,nM,70000.0,IC50,uM,70.0,Main Protease (3CLpro),CHEMBL3927,4.154901959985743,Very Low (>10 µM)
CC(=O)N[C@@H](CO)C(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@@H](C)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CO)C(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(C)C)[C@@H](C)O,2021,CHEMBL4875501,,4.15,IC50,nM,71000.0,IC50,uM,71.0,RdRp (nsp12),CHEMBL4523582,4.1487416512809245,Very Low (>10 µM)
CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,2006,CHEMBL148483,,4.15,IC50,nM,71000.0,IC50,uM,71.0,Main Protease (3CLpro),CHEMBL3927,4.1487416512809245,Very Low (>10 µM)
Cn1cnc(C(=O)N(c2ccc(C(C)(C)C)cc2)C(C(=O)NC(C)(C)C)c2cccnc2)c1,2013,CHEMBL2311729,,4.12,IC50,nM,75000.0,IC50,uM,75.0,Main Protease (3CLpro),CHEMBL3927,4.1249387366083,Very Low (>10 µM)
CC[C@H](NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(N)=O)C(N)=O)C(C)(C)C,2021,CHEMBL4877806,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC[C@H](N)C(=O)N[C@H](C(=O)N[C@@H](CC1CC1)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](Cc1ccnc(C#N)c1)C(N)=O)C(C)(C)C,2021,CHEMBL4877763,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
O=C1OC[C@H](Cc2ccc3c(c2)OCO3)[C@H]1Cc1ccc2c(c1)OCO2,2007,CHEMBL242011,HINOKININ,,IC50,nM,100000.0,IC50,uM,100.0,Main Protease (3CLpro),CHEMBL3927,4.0,Very Low (>10 µM)
C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CCC(=O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,2007,CHEMBL431525,BETUNOLIC ACID,,IC50,nM,100000.0,IC50,uM,100.0,Main Protease (3CLpro),CHEMBL3927,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O,2021,CHEMBL4864163,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,2021,CHEMBL4855260,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,2021,CHEMBL4851196,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC1=O,2021,CHEMBL4851348,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
C[C@@H](O)[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H]([C@@H](C)O)NC1=O,2021,CHEMBL4873791,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](CCC(N)=O)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC1=O,2021,CHEMBL4871930,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,2021,CHEMBL4868572,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O,2021,CHEMBL4859153,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,2021,CHEMBL4846937,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]1CSCN1)C(C)C)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](Cc1ccnc(C#N)c1)C(N)=O,2021,CHEMBL4873357,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC[C@@H]1NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,2021,CHEMBL4872397,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC2CC2)NC(=O)[C@H](C(C)(C)C)NC1=O,2021,CHEMBL4867088,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC[C@@H]1NC(=O)[C@@H](N)CCNC(=O)[C@@H]2CSC(=N2)c2cccc(n2)C2=N[C@@H](CS2)C(=O)NCCCC[C@@H](C(N)=O)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C(C)(C)C)NC1=O,2021,CHEMBL4846266,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2ccccc2)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC1=O,2021,CHEMBL4873945,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
NCCCC[C@@H]1NC(=O)[C@H](CO)NC(=O)[C@H](CCC(N)=O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC1=O,2021,CHEMBL4847752,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](C)NC(=O)[C@H](CC(N)=O)NC1=O,2021,CHEMBL4848940,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O,2021,CHEMBL4858748,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
CC(C)C[C@@H]1NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CSC(=N2)c2cc(ccn2)C[C@@H](C(N)=O)NC(=O)[C@H](CCC(=O)O)NC1=O,2021,CHEMBL4876522,,,IC50,nM,100000.0,IC50,uM,100.0,RdRp (nsp12),CHEMBL4523582,4.0,Very Low (>10 µM)
Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,2006,CHEMBL207207,,4.0,IC50,nM,100000.0,IC50,uM,100.0,Main Protease (3CLpro),CHEMBL3927,4.0,Very Low (>10 µM)
